Price,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AMZN,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26 09:30:00-04:00,,278.260009765625,,336.614990234375,550.8900146484375,74.375,278.92999267578125,,340.9100036621094,551.7999877929688,74.625,274.2099914550781,,334.1405029296875,540.4000244140625,71.54000091552734,275.0,,340.3599853515625,542.989990234375,71.5999984741211,17026804,,5230040,3027990,12450833
2026-06-26 10:30:00-04:00,,279.0299987792969,,341.260009765625,555.6749877929688,74.70999908447266,280.4700012207031,,341.3399963378906,555.75,74.83999633789062,278.0799865722656,,336.32000732421875,550.330078125,73.9800033569336,278.2799987792969,,336.6600036621094,550.969970703125,74.375,10384490,,2081218,1439518,8146207
2026-06-26 11:30:00-04:00,,275.8999938964844,,341.17999267578125,554.4400024414062,74.63999938964844,279.45001220703125,,344.1199951171875,556.8499755859375,75.19999694824219,275.25,,340.1600036621094,554.4000244140625,74.62000274658203,279.0259094238281,,341.2300109863281,555.64501953125,74.69999694824219,13230253,,2270394,1298843,5488902
2026-06-26 12:30:00-04:00,,279.19500732421875,,340.8550109863281,554.77001953125,74.05500030517578,279.3699951171875,,341.81500244140625,556.25,74.75,275.8999938964844,,339.0299987792969,553.0,73.83999633789062,275.8999938964844,,341.2099914550781,554.4464111328125,74.62999725341797,7971369,,2352461,1004235,6144660
2026-06-26 13:30:00-04:00,,280.19000244140625,,339.94000244140625,553.469970703125,74.01499938964844,281.29998779296875,,341.1300048828125,555.9276123046875,74.36000061035156,278.64080810546875,,339.32000732421875,553.4450073242188,73.66000366210938,279.17999267578125,,340.8299865722656,554.8699951171875,74.06659698486328,8257248,,2028122,1119955,7484786
2026-06-26 14:30:00-04:00,,280.1499938964844,,341.1199951171875,550.0800170898438,73.7699966430664,281.8299865722656,,342.1600036621094,553.8599853515625,74.08000183105469,279.4100036621094,,339.4599914550781,549.7899780273438,73.70999908447266,280.19500732421875,,339.9200134277344,553.482421875,74.01490020751953,15570070,,3447044,1581742,5753066
2026-06-26 15:30:00-04:00,,281.20001220703125,,334.9100036621094,549.3499755859375,73.62999725341797,285.95001220703125,,342.17999267578125,552.02001953125,74.05999755859375,280.0,,333.69000244140625,548.969970703125,73.06999969482422,280.1499938964844,,341.2099914550781,550.0800170898438,73.7750015258789,23523027,,10030911,2290873,9200233
2026-06-29 09:30:00-04:00,,280.8699951171875,,347.0119934082031,567.9398803710938,75.66000366210938,288.36968994140625,,348.0299987792969,570.9000244140625,76.06890106201172,280.45001220703125,,338.92999267578125,558.0,74.05000305175781,286.8599853515625,,339.8810119628906,560.0,74.61499786376953,10629459,,5384447,3932976,11572893
2026-06-29 10:30:00-04:00,,282.3301086425781,,349.4516906738281,566.7050170898438,75.6364974975586,282.8299865722656,,349.7799987792969,569.3400268554688,75.87999725341797,280.3299865722656,,346.239990234375,562.489990234375,75.2750015258789,280.8800048828125,,347.0400085449219,567.655029296875,75.66999816894531,7865974,,4098768,1472179,5530653
2026-06-29 11:30:00-04:00,,280.55999755859375,,350.0799865722656,564.52001953125,74.8510971069336,283.03448486328125,,351.04998779296875,566.9199829101562,75.66000366210938,280.2200012207031,,348.57000732421875,563.3599853515625,74.75,282.3424987792969,,349.44000244140625,566.77001953125,75.62999725341797,7404129,,2893286,1317842,4370133
2026-06-29 12:30:00-04:00,,281.4800109863281,,350.635009765625,564.6199951171875,74.6500015258789,281.5400085449219,,350.95001220703125,565.8800048828125,74.9386978149414,279.8500061035156,,348.7308044433594,563.0900268554688,74.30999755859375,280.55999755859375,,350.0799865722656,564.4000244140625,74.8550033569336,5224516,,2013168,959030,3467569
2026-06-29 13:30:00-04:00,,281.54998779296875,,350.8399963378906,565.1649780273438,74.18499755859375,282.29998779296875,,351.739013671875,566.239990234375,74.80999755859375,280.8599853515625,,350.125,564.0800170898438,73.98500061035156,281.4700012207031,,350.6300048828125,564.6799926757812,74.6449966430664,4206523,,1888533,711916,3589105
2026-06-29 14:30:00-04:00,,282.67999267578125,,349.7699890136719,563.97998046875,74.03700256347656,283.0775146484375,,351.45001220703125,566.614990234375,74.22000122070312,281.4549865722656,,349.6400146484375,563.9500122070312,73.88999938964844,281.54998779296875,,350.79998779296875,565.0501098632812,74.18990325927734,5654409,,1894580,1040813,3783270
2026-06-29 15:30:00-04:00,,281.6300048828125,,351.0799865722656,562.3300170898438,73.75,282.739990234375,,351.9700012207031,567.4299926757812,74.07990264892578,281.4700012207031,,349.739990234375,562.0499877929688,73.73500061035156,282.7099914550781,,349.7491149902344,564.0900268554688,74.02999877929688,6544751,,2497685,1561959,4744921
2026-06-30 09:30:00-04:00,,286.0249938964844,,350.864990234375,556.35498046875,72.66000366210938,286.2898864746094,,352.3500061035156,561.510009765625,73.74500274658203,280.69500732421875,,348.1099853515625,554.14501953125,72.54000091552734,281.1700134277344,,351.3550109863281,560.9400024414062,73.58999633789062,9106597,,2814624,2659321,6567167
2026-06-30 10:30:00-04:00,,288.2699890136719,,353.82501220703125,556.0050048828125,72.7249984741211,288.6600036621094,,354.0899963378906,557.5,72.76000213623047,285.260009765625,,350.7099914550781,551.4299926757812,72.12000274658203,286.010009765625,,350.8218994140625,556.4400024414062,72.6500015258789,5769602,,1911179,1730659,5697994
2026-06-30 11:30:00-04:00,,288.1449890136719,,354.4999084472656,556.0,72.91000366210938,289.3800048828125,,355.1700134277344,557.510009765625,73.08999633789062,287.80999755859375,,352.94000244140625,555.1400146484375,72.58000183105469,288.2799987792969,,353.82000732421875,556.1099243164062,72.7249984741211,4424512,,1594337,1227874,3169563
2026-06-30 12:30:00-04:00,,288.42999267578125,,352.7601013183594,559.0,72.53500366210938,289.6600036621094,,355.3900146484375,560.3200073242188,73.05999755859375,288.125,,352.7601013183594,555.9000244140625,72.50499725341797,288.1600036621094,,354.4700012207031,556.0,72.9000015258789,3373069,,1172649,1143108,2780699
2026-06-30 13:30:00-04:00,,288.0899963378906,,353.7300109863281,560.6699829101562,72.30500030517578,289.19000244140625,,353.9049987792969,561.75,72.58000183105469,287.8550109863281,,352.4200134277344,558.77001953125,72.25,288.44500732421875,,352.7872009277344,559.0999755859375,72.53500366210938,3500049,,1888406,1000693,3144981
2026-06-30 14:30:00-04:00,,287.5299987792969,,353.989990234375,561.4893798828125,72.25499725341797,288.17999267578125,,354.1000061035156,561.7498779296875,72.41999816894531,286.67999267578125,,352.55999755859375,558.9600219726562,72.08000183105469,288.0849914550781,,353.7300109863281,560.6799926757812,72.31999969482422,4344541,,1714653,1518696,3900733
2026-06-30 15:30:00-04:00,,289.0899963378906,,353.32000732421875,563.0999755859375,71.37999725341797,289.9100036621094,,354.7300109863281,565.5225219726562,72.2699966430664,287.4200134277344,,353.20001220703125,560.47998046875,71.36499786376953,287.5299987792969,,354.0050048828125,561.4299926757812,72.25499725341797,8374915,,3932413,2554526,12548678
2026-07-01 09:30:00-04:00,,293.05999755859375,,356.739990234375,612.4550170898438,73.12000274658203,293.4798889160156,,358.7799987792969,616.9600219726562,73.58999633789062,289.19500732421875,,353.2300109863281,595.0999755859375,72.33000183105469,293.3299865722656,,354.614990234375,607.9099731445312,72.55999755859375,8755422,,3664450,16187767,10311878
2026-07-01 10:30:00-04:00,,295.751708984375,,358.6199035644531,627.5,73.19499969482422,296.5899963378906,,359.5398864746094,628.280029296875,73.78990173339844,292.7300109863281,,356.6700134277344,611.7000122070312,72.9749984741211,293.05999755859375,,356.7666015625,612.52001953125,73.11000061035156,6765940,,1835088,8911892,6445620
2026-07-01 11:30:00-04:00,,294.94500732421875,,355.4100036621094,618.0800170898438,73.28500366210938,295.7900085449219,,358.8999938964844,627.77001953125,73.58000183105469,294.6300048828125,,355.04998779296875,615.7750244140625,72.96499633789062,295.7799987792969,,358.6000061035156,627.5899047851562,73.19509887695312,3404930,,1391001,4547859,4346535
2026-07-01 12:30:00-04:00,,294.0899963378906,,355.56500244140625,617.864990234375,73.86000061035156,295.0599060058594,,356.0899963378906,620.3599853515625,74.08000183105469,293.9200134277344,,354.2200012207031,615.6300048828125,73.2699966430664,294.94500732421875,,355.3800048828125,618.1749877929688,73.29000091552734,3566425,,1574346,2167445,3697222
2026-07-01 13:30:00-04:00,,294.80499267578125,,356.2900085449219,621.3400268554688,74.16000366210938,295.1000061035156,,357.5199890136719,622.8699951171875,74.33999633789062,292.70001220703125,,355.2349853515625,617.0,73.83999633789062,294.0799865722656,,355.5199890136719,617.97998046875,73.875,5502330,,2132480,2900838,3384186
2026-07-01 14:30:00-04:00,,294.0151062011719,,356.9100036621094,615.02001953125,74.0,295.5299987792969,,357.8999938964844,621.4400024414062,74.3550033569336,294.0,,356.25,614.25,73.80999755859375,294.80999755859375,,356.3399963378906,621.3800048828125,74.16280364990234,4406744,,1435881,2783467,4471842
2026-07-01 15:30:00-04:00,,294.25,,357.8699951171875,612.9500122070312,74.19000244140625,295.54998779296875,,358.3699951171875,616.989990234375,74.2300033569336,293.7500915527344,,356.8900146484375,611.4000244140625,73.95999908447266,294.0,,356.9100036621094,614.9000244140625,74.0,6231653,,2985926,3242791,5475121
2026-07-02 09:30:00-04:00,,305.04998779296875,,358.8999938964844,590.9199829101562,76.19999694824219,305.32000732421875,,360.7699890136719,610.0,76.38990020751953,293.67999267578125,,355.0,588.7999877929688,74.91000366210938,294.0849914550781,,356.1499938964844,607.89501953125,75.15799713134766,15588276,,3096468,7109387,10292219
2026-07-02 10:30:00-04:00,,305.4150085449219,,353.864990234375,587.864990234375,76.69000244140625,307.82000732421875,,360.989990234375,592.8499755859375,77.1500015258789,304.8500061035156,,353.5199890136719,585.8800048828125,76.12999725341797,305.04400634765625,,358.989990234375,590.9749755859375,76.19000244140625,11321356,,2528219,2482770,6124867
2026-07-02 11:30:00-04:00,,308.0899963378906,,352.1099853515625,587.0899047851562,77.43499755859375,308.45001220703125,,354.8599853515625,590.0,77.48500061035156,305.2799987792969,,350.94000244140625,584.3099975585938,76.5199966430664,305.4200134277344,,353.8949890136719,587.875,76.69000244140625,7200646,,1613418,1849384,4831000
2026-07-02 12:30:00-04:00,,307.80499267578125,,351.92999267578125,584.989990234375,78.1050033569336,308.5299072265625,,352.5,587.4400024414062,78.2750015258789,306.6700134277344,,350.32000732421875,584.1500244140625,77.33999633789062,308.0899963378906,,352.1050109863281,587.010009765625,77.43000030517578,6654699,,1134318,1192808,7030190
2026-07-02 13:30:00-04:00,,307.3299865722656,,355.0899963378906,586.47998046875,78.2699966430664,308.29998779296875,,355.2699890136719,586.8099975585938,78.43000030517578,306.8200988769531,,351.7200012207031,583.760009765625,78.08999633789062,307.80499267578125,,351.947998046875,584.9650268554688,78.1050033569336,5550150,,1016571,1182767,5663512
2026-07-02 14:30:00-04:00,,307.42498779296875,,355.5899963378906,586.2550048828125,78.11499786376953,308.30999755859375,,356.260009765625,587.6900024414062,78.43000030517578,307.1300048828125,,354.3299865722656,580.4199829101562,77.86499786376953,307.3399963378906,,355.0150146484375,586.344970703125,78.26499938964844,5450575,,1040574,2154604,5759384
2026-07-02 15:30:00-04:00,,308.2200012207031,,355.8699951171875,582.6500244140625,77.5999984741211,309.4200134277344,,356.80999755859375,586.7999877929688,78.15499877929688,307.2099914550781,,355.30999755859375,582.5700073242188,77.58499908447266,307.44000244140625,,355.6199951171875,586.2550048828125,78.11499786376953,8660612,,1984329,2296882,7040372
